,date,quarter,trade_date,holding_period,tickers,portfolio_value,daily_return,cum_return,quarter_return
297,2023-10-20,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8058.454707336207,-0.007182628738475083,-0.19415452926637922,0.01698354295702309
298,2023-10-23,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8052.127434436086,-0.0007851719876715846,-0.1947872565563914,0.01698354295702309
299,2023-10-24,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8096.627657851448,0.005526517529398589,-0.19033723421485516,0.01698354295702309
300,2023-10-25,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8090.096262769393,-0.0008066809242143202,-0.1909903737230606,0.01698354295702309
301,2023-10-26,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",7994.032590100676,-0.01187423110288588,-0.2005967409899324,0.01698354295702309
302,2023-10-27,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",7908.923162792455,-0.010646620006730556,-0.2091076837207545,0.01698354295702309
303,2023-10-30,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8024.452081546354,0.014607414483099879,-0.19755479184536462,0.01698354295702309
304,2023-10-31,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8041.738317316778,0.002154195151863103,-0.19582616826832222,0.01698354295702309
305,2023-11-01,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8143.247646630432,0.012622809311646943,-0.18567523533695673,0.01698354295702309
306,2023-11-02,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8346.019707844134,0.024900637928849667,-0.16539802921558655,0.01698354295702309
307,2023-11-03,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8474.22237554823,0.015360935175315005,-0.15257776244517696,0.01698354295702309
308,2023-11-06,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8516.277485574627,0.004962710224332145,-0.1483722514425373,0.01698354295702309
309,2023-11-07,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8532.379703834935,0.001890757820841804,-0.14676202961650653,0.01698354295702309
310,2023-11-08,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8539.279703089087,0.000808684035832341,-0.14607202969109134,0.01698354295702309
311,2023-11-09,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8520.534077155156,-0.002195223319263029,-0.14794659228448437,0.01698354295702309
312,2023-11-10,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8603.701568346389,0.009760830769307782,-0.1396298431653611,0.01698354295702309
313,2023-11-13,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8608.341517557907,0.0005392968566679812,-0.1391658482442093,0.01698354295702309
314,2023-11-14,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8757.237616670473,0.017296723045765683,-0.12427623833295276,0.01698354295702309
315,2023-11-15,2023-06-30,2023-08-16,2023-08-16 to 2023-11-15,"['CNI', 'CP', 'FISV', 'MCO', 'MSFT', 'NVDA', 'PG', 'PM', 'SHC', 'SPGI']",8768.148066923892,0.0012458780646364964,-0.1231851933076108,0.01698354295702309
316,2023-11-16,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",8907.936304582241,0.01594273232972343,-0.10920636954177587,0.18455978459755795
317,2023-11-17,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",8903.471609934188,-0.0005012041504783848,-0.10965283900658118,0.18455978459755795
318,2023-11-20,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",8991.48873441379,0.009885708444489882,-0.10085112655862105,0.18455978459755795
319,2023-11-21,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",8971.295662368017,-0.0022457985148206516,-0.10287043376319838,0.18455978459755795
320,2023-11-22,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",8985.873471814357,0.0016249391386675693,-0.10141265281856426,0.18455978459755795
321,2023-11-24,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9001.888930969368,0.0017822929741049265,-0.09981110690306327,0.18455978459755795
322,2023-11-27,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",8942.37424928341,-0.006611354810345249,-0.10576257507165898,0.18455978459755795
323,2023-11-28,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",8958.651236922298,0.001820208725908934,-0.10413487630777019,0.18455978459755795
324,2023-11-29,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",8997.742366117502,0.004363506086060509,-0.10022576338824984,0.18455978459755795
325,2023-11-30,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9129.899476640156,0.014687807801689656,-0.08701005233598447,0.18455978459755795
326,2023-12-01,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9266.971515742931,0.01501353212633827,-0.07330284842570689,0.18455978459755795
327,2023-12-04,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9209.323787934087,-0.00622077317394476,-0.07906762120659128,0.18455978459755795
328,2023-12-05,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9207.653296142762,-0.00018139136268757738,-0.07923467038572385,0.18455978459755795
329,2023-12-06,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9164.008185808238,-0.0047400905454170195,-0.08359918141917622,0.18455978459755795
330,2023-12-07,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9190.596531410305,0.0029013882422370685,-0.08094034685896945,0.18455978459755795
331,2023-12-08,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9242.34772924706,0.005630885618782999,-0.07576522707529398,0.18455978459755795
332,2023-12-11,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9275.84886692742,0.0036247432645653,-0.07241511330725803,0.18455978459755795
333,2023-12-12,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9359.501049265646,0.009018277845867395,-0.06404989507343539,0.18455978459755795
334,2023-12-13,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9485.364038897987,0.013447617449887206,-0.05146359611020124,0.18455978459755795
335,2023-12-14,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9520.887061316145,0.0037450352218937333,-0.04791129386838544,0.18455978459755795
336,2023-12-15,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9521.504680545408,6.486992496435029e-05,-0.04784953194545927,0.18455978459755795
337,2023-12-18,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9597.4039277929,0.007971350095806962,-0.04025960722070998,0.18455978459755795
338,2023-12-19,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9649.621249977936,0.005440775711629708,-0.03503787500220645,0.18455978459755795
339,2023-12-20,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9525.676520256746,-0.012844517573316505,-0.047432347974325384,0.18455978459755795
340,2023-12-21,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9651.083893570145,0.013165193364137018,-0.034891610642985516,0.18455978459755795
341,2023-12-22,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9676.191684426594,0.0026015514043118415,-0.03238083155734062,0.18455978459755795
342,2023-12-26,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9713.720232313757,0.0038784419646795687,-0.028627976768624275,0.18455978459755795
343,2023-12-27,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9750.984878271345,0.003836289811355975,-0.024901512172865514,0.18455978459755795
344,2023-12-28,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9748.423323873314,-0.0002626969921509792,-0.025157667612668577,0.18455978459755795
345,2023-12-29,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9719.716670412156,-0.002944748346212833,-0.028028332958784485,0.18455978459755795
346,2024-01-02,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9630.452391554747,-0.00918383548454027,-0.036954760844525314,0.18455978459755795
347,2024-01-03,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9523.290531707704,-0.011127396252019972,-0.047670946829229566,0.18455978459755795
348,2024-01-04,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9539.988500442782,0.0017533822662956222,-0.0460011499557218,0.18455978459755795
349,2024-01-05,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9506.785502502542,-0.0034804023022353414,-0.04932144974974584,0.18455978459755795
350,2024-01-08,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9660.240722147664,0.016141651623961417,-0.03397592778523362,0.18455978459755795
351,2024-01-09,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9700.279626968826,0.004144710879653957,-0.02997203730311737,0.18455978459755795
352,2024-01-10,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9715.466565343555,0.0015656186170660558,-0.028453343465644543,0.18455978459755795
353,2024-01-11,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9730.937348232455,0.0015923870238088167,-0.02690626517675443,0.18455978459755795
354,2024-01-12,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9766.681225054537,0.0036732203222513693,-0.023331877494546238,0.18455978459755795
355,2024-01-16,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9774.625409044143,0.0008133964656518167,-0.022537459095585688,0.18455978459755795
356,2024-01-17,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9715.779010663437,-0.0060203226126965825,-0.028422098933656326,0.18455978459755795
357,2024-01-18,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9788.626243494931,0.007497827271651714,-0.021137375650506884,0.18455978459755795
358,2024-01-19,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9928.6279617702,0.0143024889083192,-0.007137203822979998,0.18455978459755795
359,2024-01-22,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9959.702109511622,0.003129752455331314,-0.004029789048837884,0.18455978459755795
360,2024-01-23,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9956.056542821561,-0.00036603169954030346,-0.004394345717843917,0.18455978459755795
361,2024-01-24,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",9942.990702200528,-0.0013123509860391014,-0.005700929779947184,0.18455978459755795
362,2024-01-25,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10029.277997366316,0.008678203344461677,0.0029277997366317088,0.18455978459755795
363,2024-01-26,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10019.616305552388,-0.0009633486893537713,0.0019616305552387914,0.18455978459755795
364,2024-01-29,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10132.278738862879,0.011244186391454747,0.013227873886287878,0.18455978459755795
365,2024-01-30,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10160.16324617642,0.0027520470006998643,0.01601632461764213,0.18455978459755795
366,2024-01-31,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10058.077427302946,-0.010047655377180331,0.005807742730294496,0.18455978459755795
367,2024-02-01,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10270.969710512898,0.021166299896643315,0.02709697105128983,0.18455978459755795
368,2024-02-02,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10327.189480664872,0.005473657476998461,0.03271894806648734,0.18455978459755795
369,2024-02-05,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10356.963473386102,0.002883068309821768,0.03569634733861027,0.18455978459755795
370,2024-02-06,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10380.075619717587,0.0022315562269650258,0.038007561971758586,0.18455978459755795
371,2024-02-07,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10491.84658783628,0.010767837558560478,0.04918465878362799,0.18455978459755795
372,2024-02-08,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10487.007891887828,-0.00046118630385449944,0.048700789188782734,0.18455978459755795
373,2024-02-09,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10598.310879094019,0.010613416939667664,0.05983108790940195,0.18455978459755795
374,2024-02-12,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10519.296228765263,-0.007455400320877437,0.05192962287652625,0.18455978459755795
375,2024-02-13,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10315.54633693054,-0.019369156206245464,0.03155463369305389,0.18455978459755795
376,2024-02-14,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10490.786126703139,0.016987931036209325,0.04907861267031377,0.18455978459755795
377,2024-02-15,2023-09-30,2023-11-16,2023-11-16 to 2024-02-15,"['CNI', 'CP', 'CRM', 'ELV', 'FISV', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10551.983110164705,0.00583340301884494,0.055198311016470436,0.18455978459755795
378,2024-02-16,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10555.609228456953,0.000343643299500318,0.05556092284569525,0.026408581193351877
379,2024-02-20,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10423.858938335068,-0.01248154296643511,0.04238589383350688,0.026408581193351877
380,2024-02-21,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10404.4338514758,-0.0018635216549055533,0.04044338514758006,0.026408581193351877
381,2024-02-22,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10831.719171046176,0.04106761844708817,0.08317191710461747,0.026408581193351877
382,2024-02-23,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10826.865453549242,-0.00044810222830626856,0.08268654535492415,0.026408581193351877
383,2024-02-26,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10809.849818837567,-0.0015716122810132127,0.08098498188375669,0.026408581193351877
384,2024-02-27,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10789.17099725336,-0.00191296104300831,0.07891709972533612,0.026408581193351877
385,2024-02-28,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10583.275514727915,-0.01908353130911189,0.05832755147279145,0.026408581193351877
386,2024-02-29,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10747.12563428048,0.015481985640886764,0.0747125634280481,0.026408581193351877
387,2024-03-01,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10929.829052949759,0.017000212418332827,0.09298290529497599,0.026408581193351877
388,2024-03-04,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10977.218932859583,0.004335829927462065,0.09772189328595826,0.026408581193351877
389,2024-03-05,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10882.663417661146,-0.008613795149461034,0.0882663417661147,0.026408581193351877
390,2024-03-06,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",11102.306264052928,0.020182820874100615,0.1102306264052928,0.026408581193351877
391,2024-03-07,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",11237.060732789201,0.01213752039723337,0.12370607327892014,0.026408581193351877
392,2024-03-08,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",11115.787143765438,-0.010792287405717471,0.11157871437654365,0.026408581193351877
393,2024-03-11,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",10990.64171687602,-0.01125835042276857,0.09906417168760195,0.026408581193351877
394,2024-03-12,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",11199.634020475998,0.019015477802271752,0.11996340204759992,0.026408581193351877
395,2024-03-13,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",11132.441475487329,-0.005999530419103283,0.11324414754873291,0.026408581193351877
396,2024-03-14,2023-12-31,2024-02-16,2024-02-16 to 2024-05-16,"['AMD', 'AMZN', 'CNI', 'CP', 'DXCM', 'MCO', 'MSFT', 'NVDA', 'SHC', 'SPGI']",11013.791041472992,-0.010658078398668835,0.10137910414729912,0.026408581193351877
